date,rank,song,artist,last_week,peak_rank,weeks_on_board,year,decade,mb_id,mb_title,mb_artist,mb_country,mb_date,mb_score,billboard_index,text_chunk
1959-04-13,47,Moonlight Serenade,The Rivieras,48.0,47,10,1959,1950,a025d551-30c7-4088-bf8b-70857fbe727d,Moonlight Serenade,The Rivieras,US,1992-07-20,100.0,2144,'Moonlight Serenade' by The Rivieras (1959). Billboard Hot 100 peak: #47. Country of origin: US. Release date: 1992-07-20. Match confidence: 100/100
1959-09-21,96,Angel Face,Jimmy Darren,71.0,47,8,1959,1950,b1498044-7968-493f-9449-889eb25168b0,Angel Face,Jimmy Darren,GB,2007,100.0,2145,'Angel Face' by Jimmy Darren (1959). Billboard Hot 100 peak: #47. Country of origin: GB. Release date: 2007. Match confidence: 100/100
1990-03-24,78,Real Love,Skyy,68.0,47,10,1990,1990,c2fd7a74-1dd8-4581-adab-d2d2835b439f,Real Love,Skyy,AT,1992,100.0,2146,'Real Love' by Skyy (1990). Billboard Hot 100 peak: #47. Country of origin: AT. Release date: 1992. Match confidence: 100/100
1990-08-18,47,All I Do Is Think Of You,Troop,52.0,47,7,1990,1990,bd6c881b-1e56-4537-a0bd-eb40a1764879,All I Do Is Think of You,Troop,XW,2021-01-22,100.0,2147,'All I Do Is Think Of You' by Troop (1990). Billboard Hot 100 peak: #47. Country of origin: XW. Release date: 2021-01-22. Match confidence: 100/100
1959-04-13,73,Matilda,Cookie And His Cupcakes,76.0,47,13,1959,1950,ae41495d-4899-4d7c-8b6b-0e7e863fb6fa,Matilda,Cookie and His Cupcakes,XE,2011,100.0,2148,'Matilda' by Cookie And His Cupcakes (1959). Billboard Hot 100 peak: #47. Country of origin: XE. Release date: 2011. Match confidence: 100/100
1959-01-26,55,Try Me,James Brown And The Famous Flames,61.0,48,7,1959,1950,3c245155-1d92-40be-9ad3-a3bda7682fe9,Try Me,James Brown and the Famous Flames,US,1959,100.0,2149,'Try Me' by James Brown And The Famous Flames (1959). Billboard Hot 100 peak: #48. Country of origin: US. Release date: 1959. Match confidence: 100/100
1990-04-14,72,Got To Get,Leila K With Rob 'N' Raz,61.0,48,9,1990,1990,,,,,,,2150,'Got To Get' by Leila K With Rob 'N' Raz (1990). Billboard Hot 100 peak: #48
1990-11-17,69,The Boomin' System,LL Cool J,64.0,48,8,1990,1990,3bc1a829-ee6d-4040-a30c-5ac45b0d932a,The Boomin’ System,LL Cool J,,,100.0,2151,'The Boomin' System' by LL Cool J (1990). Billboard Hot 100 peak: #48. Match confidence: 100/100
1959-10-19,57,Every Little Thing I Do,Dion & The Belmonts,48.0,48,6,1959,1950,ad25ea3c-705f-4389-b37e-e888c275c91e,Every Little Thing I Do,Dion & The Belmonts,XE,1989,100.0,2152,'Every Little Thing I Do' by Dion & The Belmonts (1959). Billboard Hot 100 peak: #48. Country of origin: XE. Release date: 1989. Match confidence: 100/100
1958-08-25,96,Return To Me,Dean Martin,92.0,48,4,1958,1950,c1126795-59f7-466a-9dc5-212292fffee3,Return to Me,Dean Martin,US,2000-04-04,100.0,2153,'Return To Me' by Dean Martin (1958). Billboard Hot 100 peak: #48. Country of origin: US. Release date: 2000-04-04. Match confidence: 100/100
1990-09-08,56,How Bad Do You Want It?,Don Henley,50.0,48,10,1990,1990,4e116d86-5236-4b09-9f39-808e94b44517,How Bad Do You Want It?,Don Henley,US,1998-03,100.0,2154,'How Bad Do You Want It?' by Don Henley (1990). Billboard Hot 100 peak: #48. Country of origin: US. Release date: 1998-03. Match confidence: 100/100
1959-09-07,69,Tennessee Stud,Eddy Arnold,53.0,48,9,1959,1950,e28ca381-39ee-403d-ab02-78d194d7000f,Tennessee Stud,Eddy Arnold,GB,2008-05-13,100.0,2155,'Tennessee Stud' by Eddy Arnold (1959). Billboard Hot 100 peak: #48. Country of origin: GB. Release date: 2008-05-13. Match confidence: 100/100
1959-11-16,48,Poco-Loco,Gene & Eunice,51.0,48,11,1959,1950,8718250d-a0e0-4e62-8984-8a4165b75b5c,Poco-Loco,Gene & Eunice,GB,2022-02-24,100.0,2156,'Poco-Loco' by Gene & Eunice (1959). Billboard Hot 100 peak: #48. Country of origin: GB. Release date: 2022-02-24. Match confidence: 100/100
1958-12-15,60,I Want To Be Happy Cha Cha,Enoch Light & The Light Brigade,48.0,48,6,1958,1950,e834de68-f2dc-46dd-9451-9ae506703d02,I Want To Be Happy Cha Cha,Enoch Light and the Light Brigade,,,100.0,2157,'I Want To Be Happy Cha Cha' by Enoch Light & The Light Brigade (1958). Billboard Hot 100 peak: #48. Match confidence: 100/100
1990-05-19,84,Oye Mi Canto (Hear My Voice),Gloria Estefan,60.0,48,7,1990,1990,f8dc9ad6-63f6-4949-8eb1-03249405ac4a,Oye mi Canto (Hear My Voice),Gloria Estefan,,,100.0,2158,'Oye Mi Canto (Hear My Voice)' by Gloria Estefan (1990). Billboard Hot 100 peak: #48. Match confidence: 100/100
1990-06-16,85,All That Glitters Isn't Gold,The Cover Girls,83.0,49,11,1990,1990,7dec8bda-2e46-48fa-a521-231a1a18705e,All That Glitters Isn't Gold,The Cover Girls,,,100.0,2159,'All That Glitters Isn't Gold' by The Cover Girls (1990). Billboard Hot 100 peak: #49. Match confidence: 100/100
1990-07-07,49,Welcome To The Real World,Jane Child,52.0,49,6,1990,1990,ae6f2e01-696c-45ca-a37f-3547c15e39f2,Welcome to the Real World,Jane Child,US,1989,100.0,2160,'Welcome To The Real World' by Jane Child (1990). Billboard Hot 100 peak: #49. Country of origin: US. Release date: 1989. Match confidence: 100/100
1959-11-09,62,Boo Boo Stick Beat,Chet Atkins,62.0,49,7,1959,1950,bd758816-c725-4eda-a4a8-326d5c8473a5,Boo Boo Stick Beat,Chet Atkins,AU,2003,100.0,2161,'Boo Boo Stick Beat' by Chet Atkins (1959). Billboard Hot 100 peak: #49. Country of origin: AU. Release date: 2003. Match confidence: 100/100
1990-08-04,54,Bang Bang,Danger Danger,49.0,49,10,1990,1990,14c17e00-a090-4187-b1b3-cb0a1d713688,Bang Bang,Danger Danger,US,2009,100.0,2162,'Bang Bang' by Danger Danger (1990). Billboard Hot 100 peak: #49. Country of origin: US. Release date: 2009. Match confidence: 100/100
1990-01-06,95,Talk To Myself,Christopher Williams,94.0,49,18,1990,1990,19f4476a-1a73-40a0-96a0-ede37b708dce,Talk to Myself,Christopher Williams,US,1990,100.0,2163,'Talk To Myself' by Christopher Williams (1990). Billboard Hot 100 peak: #49. Country of origin: US. Release date: 1990. Match confidence: 100/100
1990-04-21,64,Have A Heart,Bonnie Raitt,54.0,49,7,1990,1990,1e23188b-17cc-4008-895a-827538ff43d4,Have a Heart,Bonnie Raitt,US,2003,100.0,2164,'Have A Heart' by Bonnie Raitt (1990). Billboard Hot 100 peak: #49. Country of origin: US. Release date: 2003. Match confidence: 100/100
1959-05-25,84,Lovey Dovey,Clyde McPhatter,89.0,49,8,1959,1950,a59b3767-c9a5-463d-bc8f-93261651e660,Lovey Dovey,Clyde McPhatter,US,1998-11-29,100.0,2165,'Lovey Dovey' by Clyde McPhatter (1959). Billboard Hot 100 peak: #49. Country of origin: US. Release date: 1998-11-29. Match confidence: 100/100
1959-02-23,89,Good Rockin' Tonight,Pat Boone,55.0,49,7,1959,1950,5d4dde43-1491-4a62-b6b8-3984238ac876,Good Rockin' Tonight,Pat Boone,XE,2014,100.0,2166,'Good Rockin' Tonight' by Pat Boone (1959). Billboard Hot 100 peak: #49. Country of origin: XE. Release date: 2014. Match confidence: 100/100
1959-09-14,49,The Caterpillar Crawl,The Strangers,74.0,49,3,1959,1950,8c9c14ea-e15e-444f-a6df-9ce58b5412da,The Caterpillar Crawl,The Strangers,GB,1998,100.0,2167,'The Caterpillar Crawl' by The Strangers (1959). Billboard Hot 100 peak: #49. Country of origin: GB. Release date: 1998. Match confidence: 100/100
1958-11-10,96,Blue Ribbon Baby,Tommy Sands And The Raiders,81.0,50,11,1958,1950,,,,,,,2168,'Blue Ribbon Baby' by Tommy Sands And The Raiders (1958). Billboard Hot 100 peak: #50
1959-03-09,57,Nola,The Morgan Brothers,50.0,50,5,1959,1950,,,,,,,2169,'Nola' by The Morgan Brothers (1959). Billboard Hot 100 peak: #50
1990-12-08,61,Wherever Would I Be,Cheap Trick,50.0,50,7,1990,1990,22957bfc-16a3-4afa-a049-dfc63fb3ab11,Wherever Would I Be,Cheap Trick,XW,1990-06-27,100.0,2170,'Wherever Would I Be' by Cheap Trick (1990). Billboard Hot 100 peak: #50. Country of origin: XW. Release date: 1990-06-27. Match confidence: 100/100
1990-03-24,61,Almost Hear You Sigh,The Rolling Stones,55.0,50,7,1990,1990,68eca422-b6e0-42c7-9113-0677e5249c28,Almost Hear You Sigh,The Rolling Stones,LU,1990,100.0,2171,'Almost Hear You Sigh' by The Rolling Stones (1990). Billboard Hot 100 peak: #50. Country of origin: LU. Release date: 1990. Match confidence: 100/100
1990-06-23,50,"Doubleback (From ""Back To The Future Part III"")",ZZ Top,51.0,50,6,1990,1990,,,,,,,2172,"'Doubleback (From ""Back To The Future Part III"")' by ZZ Top (1990). Billboard Hot 100 peak: #50"
1959-04-13,80,Telling Lies,Fats Domino,52.0,50,9,1959,1950,9eb0de19-2c9e-421f-a7dc-f89eee720567,Telling Lies,Fats Domino,XE,2001,100.0,2173,'Telling Lies' by Fats Domino (1959). Billboard Hot 100 peak: #50. Country of origin: XE. Release date: 2001. Match confidence: 100/100
1958-08-04,50,By The Light Of The Silvery Moon,Jimmy Bowen with the Rhythm Orchids,,50,1,1958,1950,165bb97b-a494-4ba3-a4b7-45dd52f2ed5a,By the Light of the Silvery Moon,Jimmy Bowen,US,1958-07-21,100.0,2174,'By The Light Of The Silvery Moon' by Jimmy Bowen with the Rhythm Orchids (1958). Billboard Hot 100 peak: #50. Country of origin: US. Release date: 1958-07-21. Match confidence: 100/100
1958-08-04,50,"Baubles, Bangles And Beads",The Kirby Stone Four,,50,1,1958,1950,007dadb0-872a-4156-b2f7-cd9a997710bb,"Baubles, Bangles and Beads",The Kirby Stone Four,AU,1997,100.0,2175,"'Baubles, Bangles And Beads' by The Kirby Stone Four (1958). Billboard Hot 100 peak: #50. Country of origin: AU. Release date: 1997. Match confidence: 100/100"
1959-10-12,50,Ski King,E.C. Beatty,51.0,50,4,1959,1950,34f610b7-d1b1-4f76-9ece-ff53eddaf799,Ski King,E.C. Beatty,DE,2018,100.0,2176,'Ski King' by E.C. Beatty (1959). Billboard Hot 100 peak: #50. Country of origin: DE. Release date: 2018. Match confidence: 100/100
1959-03-23,53,When The Saints Go Marching In,Fats Domino,50.0,50,6,1959,1950,b33a2f10-3de6-453d-a227-dd602dc16c9e,When the Saints Go Marching In,Fats Domino,DE,2017,100.0,2177,'When The Saints Go Marching In' by Fats Domino (1959). Billboard Hot 100 peak: #50. Country of origin: DE. Release date: 2017. Match confidence: 100/100
1959-07-27,50,Lonely Guitar,Annette,57.0,50,4,1959,1950,d4b02f6c-beeb-4fdf-84ee-fef268525f94,Lonely Guitar,Annette,US,1959,100.0,2178,'Lonely Guitar' by Annette (1959). Billboard Hot 100 peak: #50. Country of origin: US. Release date: 1959. Match confidence: 100/100
1959-06-08,89,Bonaparte's Retreat,Billy Grammer,79.0,50,9,1959,1950,868511d3-28af-41ab-885c-43ef8670a798,Bonaparte’s Retreat,Billy Grammer,XE,2014,100.0,2179,'Bonaparte's Retreat' by Billy Grammer (1959). Billboard Hot 100 peak: #50. Country of origin: XE. Release date: 2014. Match confidence: 100/100
1959-03-16,66,"Wiggle, Wiggle",The Accents,53.0,51,12,1959,1950,01d6c997-680e-46c7-8480-fa12593a9cf4,"Wiggle, Wiggle",The Accents,US,2000-08-01,100.0,2180,"'Wiggle, Wiggle' by The Accents (1959). Billboard Hot 100 peak: #51. Country of origin: US. Release date: 2000-08-01. Match confidence: 100/100"
1990-02-17,85,Electric Boogie,Marcia Griffiths,72.0,51,11,1990,1990,afbad235-6438-4d43-8162-5f19e17bb322,Electric Boogie,Marcia Griffiths,GB,1989,100.0,2181,'Electric Boogie' by Marcia Griffiths (1990). Billboard Hot 100 peak: #51. Country of origin: GB. Release date: 1989. Match confidence: 100/100
1959-07-27,92,Velvet Waters,The Megatrons,59.0,51,9,1959,1950,3aeb4bab-bebb-40dc-99c5-930a32ef8598,Velvet Waters,The Megatrons,GB,1996-03-04,100.0,2182,'Velvet Waters' by The Megatrons (1959). Billboard Hot 100 peak: #51. Country of origin: GB. Release date: 1996-03-04. Match confidence: 100/100
1958-08-25,70,Alone With You,Faron Young,68.0,51,3,1958,1950,2b824d6a-4555-476f-938e-7e97a23c1e8b,Alone With You,Faron Young,,,100.0,2183,'Alone With You' by Faron Young (1958). Billboard Hot 100 peak: #51. Match confidence: 100/100
1990-10-20,77,Slow Love,Doc Box & B. Fresh,64.0,51,14,1990,1990,e19dbce7-f63f-4114-bf52-5bd355e5ed7e,Slow Love,Doc Box & B. Fresh,US,1998-01-13,100.0,2184,'Slow Love' by Doc Box & B. Fresh (1990). Billboard Hot 100 peak: #51. Country of origin: US. Release date: 1998-01-13. Match confidence: 100/100
1959-10-26,61,I'll Be Seeing You,Tommy Sands,51.0,51,5,1959,1950,b7fc9779-8705-46c8-86a8-5be4bbdd32f8,I'll Be Seeing You,Tommy Sands,DE,2006,100.0,2185,'I'll Be Seeing You' by Tommy Sands (1959). Billboard Hot 100 peak: #51. Country of origin: DE. Release date: 2006. Match confidence: 100/100
1959-06-08,51,Margie,Fats Domino,56.0,51,5,1959,1950,92323178-db31-4ea9-9bd0-6014029e8efb,Margie,Fats Domino,,,100.0,2186,'Margie' by Fats Domino (1959). Billboard Hot 100 peak: #51. Match confidence: 100/100
1959-10-19,89,Midnight Flyer,Nat King Cole,72.0,51,12,1959,1950,b4240089-e818-4068-8b83-e33c97a2d8c5,Midnight Flyer,Nat King Cole,US,2003-11-04,100.0,2187,'Midnight Flyer' by Nat King Cole (1959). Billboard Hot 100 peak: #51. Country of origin: US. Release date: 2003-11-04. Match confidence: 100/100
1959-05-25,99,I Still Get A Thrill (Thinking Of You),Joni James,58.0,51,7,1959,1950,,,,,,,2188,'I Still Get A Thrill (Thinking Of You)' by Joni James (1959). Billboard Hot 100 peak: #51
1959-04-13,52,Yea - Yea (Class Cutter),Dale Hawkins,53.0,52,5,1959,1950,,,,,,,2189,'Yea - Yea (Class Cutter)' by Dale Hawkins (1959). Billboard Hot 100 peak: #52
1990-10-06,52,L.A. Woman,Billy Idol,58.0,52,5,1990,1990,019d5ddc-ccf0-47e0-8236-6a75547aeb27,L.A. Woman,Billy Idol,IT,1991,100.0,2190,'L.A. Woman' by Billy Idol (1990). Billboard Hot 100 peak: #52. Country of origin: IT. Release date: 1991. Match confidence: 100/100
1958-11-24,52,What Do I Care,Johnny Cash,53.0,52,6,1958,1950,b9909d76-21d7-451a-8108-bbd088336385,What Do I Care,Johnny Cash,US,2000,100.0,2191,'What Do I Care' by Johnny Cash (1958). Billboard Hot 100 peak: #52. Country of origin: US. Release date: 2000. Match confidence: 100/100
1959-05-18,52,Castin' My Spell,The Johnny Otis Show,57.0,52,4,1959,1950,6d455b3e-ca36-405d-b451-03b5da7a755f,Castin' My Spell,The Johnny Otis Show,,,100.0,2192,'Castin' My Spell' by The Johnny Otis Show (1959). Billboard Hot 100 peak: #52. Match confidence: 100/100
1958-09-29,52,Break-Up,Jerry Lee Lewis And His Pumping Piano,70.0,52,3,1958,1950,,,,,,,2193,'Break-Up' by Jerry Lee Lewis And His Pumping Piano (1958). Billboard Hot 100 peak: #52
1990-02-10,98,Everything You Do (You're Sexing Me),Fiona (Duet With Kip Winger),88.0,52,12,1990,1990,26376a02-1ce0-4655-948a-e8d67c4eeaaa,Everything You Do (You’re Sexing Me),Fiona,US,2005-10-04,100.0,2194,'Everything You Do (You're Sexing Me)' by Fiona (Duet With Kip Winger) (1990). Billboard Hot 100 peak: #52. Country of origin: US. Release date: 2005-10-04. Match confidence: 100/100
1990-08-25,52,Stranger To Love,St. Paul,52.0,52,8,1990,1990,7935c3f3-ae7d-4981-8e1f-ba3ca3030f18,Stranger to Love,St. Paul,US,1990-06-05,100.0,2195,'Stranger To Love' by St. Paul (1990). Billboard Hot 100 peak: #52. Country of origin: US. Release date: 1990-06-05. Match confidence: 100/100
1959-03-16,70,Lovers Never Say Goodbye,The Flamingos,61.0,52,9,1959,1950,ea0d49c6-46c0-4248-ad90-5e38ee1cc526,Lovers Never Say Goodbye,The Flamingos,US,1961,100.0,2196,'Lovers Never Say Goodbye' by The Flamingos (1959). Billboard Hot 100 peak: #52. Country of origin: US. Release date: 1961. Match confidence: 100/100
1959-03-09,98,The Girl On Page 44,The Four Lads,69.0,52,10,1959,1950,4b9a5661-fb5c-4c99-b01f-e077d5b7b6e6,The Girl on Page 44,The Four Lads,US,2000-10-24,100.0,2197,'The Girl On Page 44' by The Four Lads (1959). Billboard Hot 100 peak: #52. Country of origin: US. Release date: 2000-10-24. Match confidence: 100/100
1990-12-29,52,World In My Eyes,Depeche Mode,52.0,52,6,1990,1990,9391ec41-932b-4210-9f25-bc7f3d0ff4b8,World in My Eyes,Depeche Mode,XW,,100.0,2198,'World In My Eyes' by Depeche Mode (1990). Billboard Hot 100 peak: #52. Country of origin: XW. Match confidence: 100/100
1959-09-28,65,So High So Low,LaVern Baker,55.0,52,10,1959,1950,e55370cf-54eb-4742-8fd6-bd91988da05d,"So High ,so Low",LaVern Baker,GB,1997,100.0,2199,'So High So Low' by LaVern Baker (1959). Billboard Hot 100 peak: #52. Country of origin: GB. Release date: 1997. Match confidence: 100/100
1959-03-09,52,Ambrose (Part Five),Linda Laurie,64.0,52,7,1959,1950,6e2e4eba-bbb2-4899-a807-33a4899f29c3,Ambrose (Part Five),Linda Laurie,CA,1998,100.0,2200,'Ambrose (Part Five)' by Linda Laurie (1959). Billboard Hot 100 peak: #52. Country of origin: CA. Release date: 1998. Match confidence: 100/100
1959-11-16,52,Tennessee Waltz,Bobby Comstock,76.0,52,4,1959,1950,2db466ac-8e0b-4852-b1f0-6162148d8dbf,Tennessee Waltz,Bobby Comstock,XE,2012-01-01,100.0,2201,'Tennessee Waltz' by Bobby Comstock (1959). Billboard Hot 100 peak: #52. Country of origin: XE. Release date: 2012-01-01. Match confidence: 100/100
1959-09-28,61,I've Been There,Tommy Edwards,53.0,53,8,1959,1950,f4590c14-678c-4668-8910-2d57310aad21,I've Been There,Tommy Edwards,US,1994-04-16,100.0,2202,'I've Been There' by Tommy Edwards (1959). Billboard Hot 100 peak: #53. Country of origin: US. Release date: 1994-04-16. Match confidence: 100/100
1990-11-24,80,Dream Boy/Dream Girl,Cynthia & Johnny O,76.0,53,13,1990,1990,31be99da-d6fd-4820-a950-ac1fcdf70034,Dream Boy/Dream Girl,Cynthia,US,1995-10-06,100.0,2203,'Dream Boy/Dream Girl' by Cynthia & Johnny O (1990). Billboard Hot 100 peak: #53. Country of origin: US. Release date: 1995-10-06. Match confidence: 100/100
1990-02-24,99,I Will Survive,SaFire,82.0,53,11,1990,1990,,,,,,,2204,'I Will Survive' by SaFire (1990). Billboard Hot 100 peak: #53
1959-03-09,69,The Shag (Is Totally Cool),Billy Graves,53.0,53,7,1959,1950,71262eca-a0bb-4d11-950c-655458e1a9ab,The Shag (Is Totally Cool),Billy Graves,XE,2014,100.0,2205,'The Shag (Is Totally Cool)' by Billy Graves (1959). Billboard Hot 100 peak: #53. Country of origin: XE. Release date: 2014. Match confidence: 100/100
1959-08-31,64,Cry,The Knightsbridge Strings,61.0,53,7,1959,1950,6fa615ca-8adf-484d-80f8-feb7bb893ba1,Cry,The Knightsbridge Strings,US,1999-11-05,100.0,2206,'Cry' by The Knightsbridge Strings (1959). Billboard Hot 100 peak: #53. Country of origin: US. Release date: 1999-11-05. Match confidence: 100/100
1990-10-06,53,Second Chance,Tyler Collins,55.0,53,6,1990,1990,2305d9a6-62c0-4afd-9438-46f5d643c419,Second Chance,Tyler Collins,US,1989,100.0,2207,'Second Chance' by Tyler Collins (1990). Billboard Hot 100 peak: #53. Country of origin: US. Release date: 1989. Match confidence: 100/100
1990-11-17,54,Livin' In The Light,Caron Wheeler,53.0,53,8,1990,1990,27e281d6-353e-4408-96f0-d4bcbb638e38,Livin’ in the Light,Caron Wheeler,GB,1990-12-17,100.0,2208,'Livin' In The Light' by Caron Wheeler (1990). Billboard Hot 100 peak: #53. Country of origin: GB. Release date: 1990-12-17. Match confidence: 100/100
1958-11-24,75,Guaglione,Perez Prado And His Orchestra,59.0,53,7,1958,1950,0fc9b4d5-7cff-4f17-a6ff-af73909764ff,Guaglione,Pérez Prado and His Orchestra,US,1972,100.0,2209,'Guaglione' by Perez Prado And His Orchestra (1958). Billboard Hot 100 peak: #53. Country of origin: US. Release date: 1972. Match confidence: 100/100
1990-05-26,53,This & That,Michael Penn,63.0,53,5,1990,1990,f307ad19-c79e-4e3d-9e58-c4fe50dfacdf,This & That,Michael Penn,SE,1990,100.0,2210,'This & That' by Michael Penn (1990). Billboard Hot 100 peak: #53. Country of origin: SE. Release date: 1990. Match confidence: 100/100
1990-11-24,98,Let's Try It Again,New Kids On The Block,78.0,53,8,1990,1990,88b8e3f1-9edc-4964-a059-46c943b6180d,Let's Try It Again,New Kids on the Block,,,100.0,2211,'Let's Try It Again' by New Kids On The Block (1990). Billboard Hot 100 peak: #53. Match confidence: 100/100
1959-10-05,54,Two Fools,Frankie Avalon,64.0,54,3,1959,1950,45917f3e-e126-4ca5-b18c-299d18ebd414,Two Fools,Frankie Avalon,XW,2015-03-15,100.0,2212,'Two Fools' by Frankie Avalon (1959). Billboard Hot 100 peak: #54. Country of origin: XW. Release date: 2015-03-15. Match confidence: 100/100
1990-05-12,55,Get A Life,Soul II Soul,54.0,54,5,1990,1990,0b8b1a52-78de-4e44-93a2-8b426a40f58d,Get a Life,Soul II Soul,US,1990,100.0,2213,'Get A Life' by Soul II Soul (1990). Billboard Hot 100 peak: #54. Country of origin: US. Release date: 1990. Match confidence: 100/100
1959-09-21,54,Johnny Reb,Johnny Horton,61.0,54,5,1959,1950,d068cde8-f2c9-4ffb-a7f1-4b397f856af9,Johnny Reb,Johnny Horton,DE,2014,100.0,2214,'Johnny Reb' by Johnny Horton (1959). Billboard Hot 100 peak: #54. Country of origin: DE. Release date: 2014. Match confidence: 100/100
1959-10-05,60,Got The Feeling,Fabian,54.0,54,3,1959,1950,751be1fa-2448-4523-90e0-315404aee998,Got the Feeling,Fabian,XE,1995,100.0,2215,'Got The Feeling' by Fabian (1959). Billboard Hot 100 peak: #54. Country of origin: XE. Release date: 1995. Match confidence: 100/100
